prospect_stage,source,mx_lead_substage,mx_lender_disbursal_date,mx_risk_category,mx_final_loan_amount,mx_current_address_zip,Perm Address State,Curr Address State
Disbursed,,Disbursed,09-01-2026,Medium,46000.0,410509,Maharashtra,Maharashtra
Disbursed,,Disbursed,27-04-2026,Low,93000.0,721650,West Bengal,West Bengal
Disbursed,,Disbursed,11-04-2026,Very High,112000.0,328027,Rajasthan,Rajasthan
Disbursed,,Disbursed,23-02-2026,Very High,221000.0,466120,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,16-04-2026,Low,35000.0,423501,Maharashtra,Maharashtra
Disbursed,,Disbursed,08-02-2026,Low,63000.0,721650,West Bengal,West Bengal
Disbursed,,Disbursed,17-01-2026,Medium,152000.0,110077,Odisha,Delhi
Disbursed,,Disbursed,26-01-2026,Low,38000.0,713213,West Bengal,West Bengal
Disbursed,,Disbursed,25-02-2026,Low,44000.0,431521,Maharashtra,Maharashtra
Disbursed,,Disbursed,20-04-2026,Medium,165000.0,247777,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,05-03-2026,Low,102000.0,473880,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,13-01-2026,Medium,127000.0,362037,Gujarat,Gujarat
Disbursed,,Disbursed,18-04-2026,Medium,58000.0,466120,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,13-01-2026,High,148000.0,721657,Odisha,West Bengal
Disbursed,,Disbursed,31-01-2026,Low,80000.0,110088,Delhi,Delhi
Disbursed,,Disbursed,26-02-2026,Medium,141000.0,572102,Karnataka,Karnataka
Disbursed,,Disbursed,12-02-2026,Low,119000.0,331029,Rajasthan,Rajasthan
Disbursed,,Disbursed,25-01-2026,Medium,129000.0,332028,Rajasthan,Rajasthan
Disbursed,,Disbursed,28-03-2026,Medium,42000.0,643007,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,23-03-2026,Low,113000.0,638110,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,11-03-2026,High,138000.0,501158,Madhya Pradesh,Telangana
Disbursed,,Disbursed,20-01-2026,Low,72000.0,416112,Odisha,Maharashtra
Disbursed,,Disbursed,15-02-2026,Medium,119000.0,453115,Bihar,Madhya Pradesh
Disbursed,,Disbursed,13-04-2026,Low,70000.0,721140,Bihar,West Bengal
Disbursed,,Disbursed,10-02-2026,Medium,52000.0,331028,Bihar,Rajasthan
Disbursed,,Disbursed,10-01-2026,Low,94000.0,475002,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,15-02-2026,Low,118000.0,444904,Maharashtra,Maharashtra
Disbursed,,Disbursed,29-03-2026,Medium,136000.0,571617,Rajasthan,Karnataka
Disbursed,,Disbursed,06-02-2026,High,46000.0,509215,Telangana,Telangana
Disbursed,,Disbursed,19-02-2026,Low,110000.0,629004,Rajasthan,Tamil Nadu
Disbursed,,Disbursed,26-03-2026,Low,53000.0,733128,West Bengal,West Bengal
Disbursed,,Disbursed,08-01-2026,Medium,45000.0,472001,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,05-03-2026,Low,41000.0,608303,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,30-01-2026,Low,110000.0,585327,Bihar,Karnataka
Disbursed,,Disbursed,28-03-2026,Medium,156000.0,722134,West Bengal,West Bengal
Disbursed,,Disbursed,02-04-2026,Low,64000.0,586127,Karnataka,Karnataka
Disbursed,,Disbursed,01-01-2026,Low,93000.0,500070,Uttar Pradesh,Telangana
Disbursed,,Disbursed,28-02-2026,Low,93000.0,110033,Delhi,Delhi
Disbursed,,Disbursed,25-03-2026,Low,62000.0,344024,Rajasthan,Rajasthan
Disbursed,,Disbursed,25-01-2026,Low,79000.0,390008,Gujarat,Gujarat
Disbursed,,Disbursed,25-04-2026,Low,50000.0,231209,Odisha,Uttar Pradesh
Disbursed,,Disbursed,08-01-2026,Medium,71000.0,416703,Maharashtra,Maharashtra
Disbursed,,Disbursed,10-04-2026,Medium,164000.0,110065,Delhi,Delhi
Disbursed,,Disbursed,26-04-2026,Medium,84000.0,274203,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,30-01-2026,Low,87000.0,364150,Gujarat,Gujarat
Disbursed,tp_form,Disbursed,31-03-2026,Very High,147000.0,226013,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,07-01-2026,Medium,159000.0,110014,Delhi,Delhi
Disbursed,,Disbursed,05-04-2026,Medium,154000.0,335027,Rajasthan,Rajasthan
Disbursed,,Disbursed,17-02-2026,Medium,144000.0,477660,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,12-04-2026,Medium,113000.0,571435,Karnataka,Karnataka
Disbursed,,Disbursed,13-01-2026,Low,86000.0,700052,West Bengal,West Bengal
Disbursed,,Disbursed,03-03-2026,Medium,56000.0,604154,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,25-04-2026,Medium,45000.0,641109,Bihar,Tamil Nadu
Disbursed,,Disbursed,25-03-2026,Very High,127000.0,732123,West Bengal,West Bengal
Disbursed,,Disbursed,04-03-2026,Low,57000.0,384130,Gujarat,Gujarat
Disbursed,,Disbursed,08-04-2026,Very High,101000.0,583212,Karnataka,Karnataka
Disbursed,,Disbursed,24-04-2026,Medium,66000.0,626138,Bihar,Tamil Nadu
Disbursed,,Disbursed,06-02-2026,Low,38000.0,110006,Delhi,Delhi
Disbursed,,Disbursed,03-03-2026,Low,54000.0,231209,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,20-03-2026,Very High,124000.0,415527,Uttar Pradesh,Maharashtra
Disbursed,,Disbursed,24-02-2026,Very High,59000.0,508376,Rajasthan,Telangana
Disbursed,,Disbursed,20-03-2026,Medium,117000.0,481768,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,27-03-2026,Very High,185000.0,502302,Telangana,Telangana
Disbursed,tp_form,Disbursed,27-02-2026,Low,47000.0,229801,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,27-02-2026,Medium,86000.0,224225,Uttar Pradesh,Uttar Pradesh
Disbursed,tp_form,Disbursed,06-01-2026,Low,66000.0,110036,Delhi,Delhi
Disbursed,,Disbursed,26-03-2026,Medium,74000.0,583121,Karnataka,Karnataka
Disbursed,tp_form,Disbursed,19-01-2026,Medium,54000.0,321410,Rajasthan,Rajasthan
Disbursed,,Disbursed,19-01-2026,High,194000.0,505331,Rajasthan,Telangana
Disbursed,,Disbursed,18-01-2026,Medium,68000.0,466120,Odisha,Madhya Pradesh
Disbursed,,Disbursed,25-04-2026,High,81000.0,563147,Karnataka,Karnataka
Disbursed,,Disbursed,23-04-2026,Medium,89000.0,577596,Karnataka,Karnataka
Disbursed,,Disbursed,04-03-2026,Medium,154000.0,231209,Bihar,Uttar Pradesh
Disbursed,,Disbursed,12-02-2026,Medium,105000.0,574231,Karnataka,Karnataka
Disbursed,,Disbursed,17-01-2026,Low,74000.0,587331,Bihar,Karnataka
Disbursed,,Disbursed,29-04-2026,Medium,79000.0,110043,Delhi,Delhi
Disbursed,,Disbursed,22-04-2026,Low,56000.0,415214,Rajasthan,Maharashtra
Disbursed,,Disbursed,02-04-2026,High,127000.0,262701,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,12-03-2026,Medium,141000.0,110074,Delhi,Delhi
Disbursed,,Disbursed,28-02-2026,Medium,40000.0,425403,Maharashtra,Maharashtra
Disbursed,,Disbursed,03-02-2026,High,170000.0,590019,Karnataka,Karnataka
Disbursed,,Disbursed,03-02-2026,Low,42000.0,361150,Gujarat,Gujarat
Disbursed,,Disbursed,19-03-2026,Low,56000.0,391340,Gujarat,Gujarat
Disbursed,,Disbursed,10-03-2026,Low,117000.0,722134,West Bengal,West Bengal
Disbursed,tp_form,Disbursed,09-01-2026,Low,78000.0,732123,West Bengal,West Bengal
Disbursed,,Disbursed,27-02-2026,Medium,120000.0,501501,Telangana,Telangana
Disbursed,,Disbursed,31-03-2026,Medium,104000.0,734012,Uttar Pradesh,West Bengal
Disbursed,,Disbursed,17-04-2026,Medium,119000.0,388460,Gujarat,Gujarat
Disbursed,,Disbursed,06-02-2026,Low,66000.0,508112,Uttar Pradesh,Telangana
Disbursed,,Disbursed,13-02-2026,Low,99000.0,209727,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,11-04-2026,Medium,41000.0,721140,West Bengal,West Bengal
Disbursed,,Disbursed,22-03-2026,High,143000.0,508245,Telangana,Telangana
Disbursed,tp_form,Disbursed,04-03-2026,Very High,60000.0,271902,Rajasthan,Uttar Pradesh
Disbursed,,Disbursed,23-01-2026,Low,44000.0,571129,Uttar Pradesh,Karnataka
Disbursed,,Disbursed,17-01-2026,Medium,83000.0,477446,Rajasthan,Madhya Pradesh
Disbursed,,Disbursed,11-02-2026,Low,88000.0,344802,Rajasthan,Rajasthan
Disbursed,,Disbursed,25-02-2026,Medium,74000.0,577217,Karnataka,Karnataka
Disbursed,,Disbursed,04-02-2026,Low,42000.0,711302,Rajasthan,West Bengal
Disbursed,,Disbursed,24-01-2026,Medium,55000.0,606807,Rajasthan,Tamil Nadu
Disbursed,,Disbursed,06-01-2026,Low,55000.0,581237,Karnataka,Karnataka
Disbursed,,Disbursed,23-04-2026,Low,94000.0,333026,Rajasthan,Rajasthan
Disbursed,,Disbursed,27-02-2026,Medium,91000.0,380049,Gujarat,Gujarat
Disbursed,,Disbursed,21-01-2026,Low,31000.0,742159,West Bengal,West Bengal
Disbursed,,Disbursed,25-01-2026,Low,95000.0,460001,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,06-01-2026,Low,28000.0,574244,Karnataka,Karnataka
Disbursed,,Disbursed,09-04-2026,Low,86000.0,465113,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,28-01-2026,Medium,72000.0,450881,Madhya Pradesh,Madhya Pradesh
Disbursed,tp_form,Disbursed,05-01-2026,Low,112000.0,396521,Gujarat,Gujarat
Disbursed,,Disbursed,06-04-2026,Low,81000.0,643240,Bihar,Tamil Nadu
Disbursed,tp_form,Disbursed,16-02-2026,Low,116000.0,741248,Madhya Pradesh,West Bengal
Disbursed,,Disbursed,23-01-2026,Low,63000.0,210431,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,11-01-2026,Low,76000.0,721144,West Bengal,West Bengal
Disbursed,tp_form,Disbursed,16-04-2026,Low,44000.0,110081,Rajasthan,Delhi
Disbursed,,Disbursed,28-02-2026,Low,92000.0,110026,Uttar Pradesh,Delhi
Disbursed,,Disbursed,22-04-2026,Medium,116000.0,486220,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,07-02-2026,Medium,131000.0,500016,Madhya Pradesh,Telangana
Disbursed,,Disbursed,30-03-2026,Low,100000.0,415708,Maharashtra,Maharashtra
Disbursed,,Disbursed,23-04-2026,Medium,65000.0,481664,Madhya Pradesh,Madhya Pradesh
Disbursed,tp_form,Disbursed,14-02-2026,Low,103000.0,607103,Odisha,Tamil Nadu
Disbursed,,Disbursed,22-01-2026,Very High,154000.0,627755,Madhya Pradesh,Tamil Nadu
Disbursed,,Disbursed,13-04-2026,Low,53000.0,503202,Uttar Pradesh,Telangana
Disbursed,,Disbursed,12-03-2026,Low,79000.0,110045,Bihar,Delhi
Disbursed,,Disbursed,23-02-2026,High,187000.0,380049,Rajasthan,Gujarat
Disbursed,,Disbursed,26-01-2026,Medium,54000.0,225404,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,08-02-2026,Medium,54000.0,487110,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,05-01-2026,Medium,116000.0,585291,Karnataka,Karnataka
Disbursed,,Disbursed,24-02-2026,Low,41000.0,311407,Rajasthan,Rajasthan
Disbursed,,Disbursed,07-04-2026,Low,35000.0,312619,Rajasthan,Rajasthan
Disbursed,,Disbursed,26-03-2026,Medium,148000.0,110102,Delhi,Delhi
Disbursed,,Disbursed,16-04-2026,Low,47000.0,415708,Maharashtra,Maharashtra
Disbursed,,Disbursed,05-02-2026,Very High,208000.0,365650,Gujarat,Gujarat
Disbursed,,Disbursed,02-01-2026,High,195000.0,394310,Rajasthan,Gujarat
Disbursed,,Disbursed,10-02-2026,Low,83000.0,574325,Karnataka,Karnataka
Disbursed,,Disbursed,19-03-2026,Low,45000.0,394107,Bihar,Gujarat
Disbursed,,Disbursed,14-02-2026,High,123000.0,571405,Karnataka,Karnataka
Disbursed,,Disbursed,10-01-2026,Medium,60000.0,607105,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,19-04-2026,Very High,198000.0,202129,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,12-02-2026,Low,52000.0,311602,Rajasthan,Rajasthan
Disbursed,,Disbursed,17-02-2026,Very High,128000.0,508376,Telangana,Telangana
Disbursed,,Disbursed,16-02-2026,Low,52000.0,611110,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,02-01-2026,Very High,219000.0,486002,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,07-03-2026,Low,121000.0,473287,Uttar Pradesh,Madhya Pradesh
Disbursed,,Disbursed,15-02-2026,Medium,88000.0,502267,Telangana,Telangana
Disbursed,,Disbursed,18-02-2026,Low,64000.0,481111,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,23-02-2026,Medium,40000.0,416112,Maharashtra,Maharashtra
Disbursed,,Disbursed,16-02-2026,Low,45000.0,441904,Uttar Pradesh,Maharashtra
Disbursed,,Disbursed,01-01-2026,Medium,40000.0,722202,West Bengal,West Bengal
Disbursed,,Disbursed,12-01-2026,Low,111000.0,477441,Bihar,Madhya Pradesh
Disbursed,,Disbursed,05-03-2026,High,89000.0,110106,Delhi,Delhi
Disbursed,,Disbursed,03-04-2026,Medium,118000.0,388620,Gujarat,Gujarat
Disbursed,,Disbursed,16-04-2026,High,95000.0,380049,Gujarat,Gujarat
Disbursed,,Disbursed,20-02-2026,Medium,130000.0,621103,Tamil Nadu,Tamil Nadu
Disbursed,tp_form,Disbursed,02-03-2026,Low,98000.0,503125,Odisha,Telangana
Disbursed,,Disbursed,06-03-2026,High,139000.0,563147,Madhya Pradesh,Karnataka
Disbursed,,Disbursed,15-04-2026,Medium,41000.0,560003,Karnataka,Karnataka
Disbursed,tp_form,Disbursed,27-01-2026,Medium,45000.0,461881,Uttar Pradesh,Madhya Pradesh
Disbursed,,Disbursed,17-04-2026,Low,53000.0,734091,Madhya Pradesh,West Bengal
Disbursed,,Disbursed,13-04-2026,Medium,55000.0,305814,Madhya Pradesh,Rajasthan
Disbursed,,Disbursed,14-02-2026,Low,41000.0,110099,Rajasthan,Delhi
Disbursed,,Disbursed,25-01-2026,High,105000.0,416001,Maharashtra,Maharashtra
Disbursed,,Disbursed,13-01-2026,Medium,153000.0,110060,Madhya Pradesh,Delhi
Disbursed,,Disbursed,24-02-2026,High,196000.0,212206,Madhya Pradesh,Uttar Pradesh
Disbursed,,Disbursed,11-02-2026,High,90000.0,621003,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,01-01-2026,Low,67000.0,110003,Delhi,Delhi
Disbursed,,Disbursed,15-03-2026,High,95000.0,222002,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,12-01-2026,High,118000.0,243639,Uttar Pradesh,Uttar Pradesh
Disbursed,tp_form,Disbursed,20-01-2026,High,66000.0,110047,Odisha,Delhi
Disbursed,,Disbursed,21-02-2026,Medium,49000.0,601203,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,25-02-2026,High,164000.0,344706,Rajasthan,Rajasthan
Disbursed,tp_form,Disbursed,18-02-2026,Low,112000.0,509125,Telangana,Telangana
Disbursed,,Disbursed,07-04-2026,Medium,83000.0,741221,West Bengal,West Bengal
Disbursed,,Disbursed,08-01-2026,Very High,132000.0,321404,Rajasthan,Rajasthan
Disbursed,,Disbursed,01-04-2026,Low,53000.0,606704,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,27-03-2026,Medium,146000.0,313902,Rajasthan,Rajasthan
Disbursed,,Disbursed,19-03-2026,High,84000.0,110043,Madhya Pradesh,Delhi
Disbursed,,Disbursed,08-04-2026,Medium,53000.0,635001,Rajasthan,Tamil Nadu
Disbursed,,Disbursed,08-02-2026,Low,37000.0,637209,Bihar,Tamil Nadu
Disbursed,,Disbursed,22-04-2026,Low,75000.0,504105,Telangana,Telangana
Disbursed,,Disbursed,14-01-2026,Low,49000.0,481111,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,11-03-2026,Low,44000.0,572106,Odisha,Karnataka
Disbursed,,Disbursed,02-03-2026,Low,96000.0,283112,Rajasthan,Uttar Pradesh
Disbursed,tp_form,Disbursed,28-01-2026,Low,117000.0,206003,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,29-01-2026,Medium,163000.0,711109,Madhya Pradesh,West Bengal
Disbursed,,Disbursed,25-04-2026,Medium,160000.0,560061,Karnataka,Karnataka
Disbursed,,Disbursed,27-02-2026,High,75000.0,385001,Gujarat,Gujarat
Disbursed,,Disbursed,30-04-2026,High,177000.0,302048,Rajasthan,Rajasthan
Disbursed,,Disbursed,04-03-2026,Very High,86000.0,509215,Telangana,Telangana
Disbursed,,Disbursed,05-01-2026,Medium,55000.0,485447,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,03-04-2026,Low,116000.0,473880,Odisha,Madhya Pradesh
Disbursed,,Disbursed,28-02-2026,Low,75000.0,412411,Odisha,Maharashtra
Disbursed,tp_form,Disbursed,14-03-2026,Medium,125000.0,734012,West Bengal,West Bengal
Disbursed,,Disbursed,07-02-2026,Very High,135000.0,508001,Telangana,Telangana
Disbursed,,Disbursed,23-02-2026,Low,56000.0,110077,Delhi,Delhi
Disbursed,,Disbursed,11-04-2026,Low,76000.0,110012,Madhya Pradesh,Delhi
Disbursed,,Disbursed,16-04-2026,High,58000.0,221001,Rajasthan,Uttar Pradesh
Disbursed,,Disbursed,27-03-2026,Low,91000.0,380052,Gujarat,Gujarat
Disbursed,,Disbursed,03-02-2026,Low,35000.0,382445,Gujarat,Gujarat
Disbursed,,Disbursed,31-01-2026,Medium,154000.0,734012,West Bengal,West Bengal
Disbursed,,Disbursed,18-03-2026,Low,101000.0,607203,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,18-01-2026,Medium,87000.0,413603,Maharashtra,Maharashtra
Disbursed,tp_form,Disbursed,12-01-2026,Medium,55000.0,741138,West Bengal,West Bengal
Disbursed,,Disbursed,14-01-2026,Medium,46000.0,609405,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,06-04-2026,Medium,150000.0,742161,West Bengal,West Bengal
Disbursed,,Disbursed,02-01-2026,Low,52000.0,456003,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,01-02-2026,Medium,56000.0,584120,Karnataka,Karnataka
Disbursed,tp_form,Disbursed,20-02-2026,Very High,116000.0,743387,West Bengal,West Bengal
Disbursed,,Disbursed,04-04-2026,Low,94000.0,700112,West Bengal,West Bengal
Disbursed,,Disbursed,19-04-2026,Low,84000.0,362135,Gujarat,Gujarat
Disbursed,,Disbursed,22-03-2026,Low,69000.0,233304,Rajasthan,Uttar Pradesh
Disbursed,,Disbursed,08-01-2026,Low,61000.0,581358,Karnataka,Karnataka
Disbursed,tp_form,Disbursed,07-03-2026,Low,91000.0,313207,Rajasthan,Rajasthan
Disbursed,,Disbursed,15-01-2026,Low,98000.0,277205,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,28-01-2026,Medium,164000.0,627117,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,27-03-2026,Low,61000.0,208006,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,22-02-2026,High,116000.0,576235,Rajasthan,Karnataka
Disbursed,,Disbursed,19-01-2026,Very High,187000.0,505530,Rajasthan,Telangana
Disbursed,,Disbursed,23-01-2026,Medium,89000.0,110048,Delhi,Delhi
Disbursed,,Disbursed,25-02-2026,Low,103000.0,560056,Karnataka,Karnataka
Disbursed,,Disbursed,14-02-2026,Very High,119000.0,110047,Delhi,Delhi
Disbursed,,Disbursed,14-03-2026,High,168000.0,396126,Gujarat,Gujarat
Disbursed,,Disbursed,10-03-2026,Medium,121000.0,229404,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,08-03-2026,Medium,131000.0,577416,Karnataka,Karnataka
Disbursed,,Disbursed,09-04-2026,Low,82000.0,382210,Gujarat,Gujarat
Disbursed,,Disbursed,03-02-2026,Low,111000.0,110006,Bihar,Delhi
Disbursed,,Disbursed,05-01-2026,Low,95000.0,321410,Rajasthan,Rajasthan
Disbursed,,Disbursed,12-03-2026,High,67000.0,508238,Telangana,Telangana
Disbursed,tp_form,Disbursed,10-04-2026,Medium,42000.0,321609,Rajasthan,Rajasthan
Disbursed,,Disbursed,03-01-2026,Medium,97000.0,503246,Rajasthan,Telangana
Disbursed,,Disbursed,30-01-2026,Medium,157000.0,504204,Madhya Pradesh,Telangana
Disbursed,,Disbursed,27-03-2026,Medium,115000.0,736179,West Bengal,West Bengal
Disbursed,,Disbursed,27-04-2026,Low,89000.0,425428,Rajasthan,Maharashtra
Disbursed,,Disbursed,05-02-2026,Medium,143000.0,416313,Maharashtra,Maharashtra
Disbursed,,Disbursed,02-04-2026,Low,95000.0,721144,West Bengal,West Bengal
Disbursed,,Disbursed,07-01-2026,Low,42000.0,507318,Telangana,Telangana
Disbursed,,Disbursed,01-01-2026,Low,93000.0,209101,Rajasthan,Uttar Pradesh
Disbursed,,Disbursed,02-02-2026,Low,96000.0,400042,Maharashtra,Maharashtra
Disbursed,,Disbursed,17-02-2026,Low,81000.0,712135,West Bengal,West Bengal
Disbursed,,Disbursed,02-02-2026,Medium,61000.0,370203,Gujarat,Gujarat
Disbursed,,Disbursed,18-02-2026,Low,93000.0,504109,Telangana,Telangana
Disbursed,,Disbursed,27-01-2026,Low,105000.0,385520,Gujarat,Gujarat
Disbursed,,Disbursed,25-04-2026,High,175000.0,390008,Gujarat,Gujarat
Disbursed,tp_form,Disbursed,02-04-2026,Low,81000.0,742121,Uttar Pradesh,West Bengal
Disbursed,,Disbursed,16-01-2026,Medium,75000.0,402208,Maharashtra,Maharashtra
Disbursed,,Disbursed,20-04-2026,Medium,136000.0,444402,Maharashtra,Maharashtra
Disbursed,,Disbursed,22-04-2026,Low,87000.0,441215,Maharashtra,Maharashtra
Disbursed,,Disbursed,22-03-2026,Very High,183000.0,601203,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,07-04-2026,Low,92000.0,110093,Delhi,Delhi
Disbursed,,Disbursed,28-02-2026,Very High,187000.0,431125,Uttar Pradesh,Maharashtra
Disbursed,tp_form,Disbursed,19-02-2026,Medium,105000.0,574197,Karnataka,Karnataka
Disbursed,,Disbursed,09-01-2026,Medium,110000.0,713215,West Bengal,West Bengal
Disbursed,,Disbursed,28-03-2026,Medium,118000.0,333026,Bihar,Rajasthan
Disbursed,,Disbursed,22-04-2026,High,187000.0,480221,Odisha,Madhya Pradesh
Disbursed,,Disbursed,03-03-2026,Low,65000.0,451225,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,19-03-2026,High,148000.0,627202,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,09-01-2026,High,110000.0,361008,Gujarat,Gujarat
Disbursed,,Disbursed,24-01-2026,Low,113000.0,110086,Delhi,Delhi
Disbursed,,Disbursed,09-02-2026,Medium,110000.0,388610,Gujarat,Gujarat
Disbursed,,Disbursed,19-01-2026,Low,93000.0,629002,Bihar,Tamil Nadu
Disbursed,,Disbursed,02-01-2026,Medium,117000.0,504208,Telangana,Telangana
Disbursed,,Disbursed,03-03-2026,Medium,117000.0,416112,Madhya Pradesh,Maharashtra
Disbursed,,Disbursed,11-04-2026,Medium,68000.0,392180,Gujarat,Gujarat
Disbursed,,Disbursed,29-01-2026,Low,107000.0,572212,Odisha,Karnataka
Disbursed,,Disbursed,28-01-2026,Medium,161000.0,110066,Delhi,Delhi
Disbursed,,Disbursed,08-02-2026,Medium,44000.0,251001,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,13-03-2026,Medium,111000.0,341319,Rajasthan,Rajasthan
Disbursed,tp_form,Disbursed,01-01-2026,Medium,132000.0,303901,Rajasthan,Rajasthan
Disbursed,,Disbursed,29-04-2026,Very High,186000.0,574231,Karnataka,Karnataka
Disbursed,,Disbursed,19-04-2026,Medium,76000.0,335522,Rajasthan,Rajasthan
Disbursed,,Disbursed,13-04-2026,Low,53000.0,614303,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,28-03-2026,High,116000.0,461441,Bihar,Madhya Pradesh
Disbursed,tp_form,Disbursed,14-02-2026,Medium,116000.0,721403,West Bengal,West Bengal
Disbursed,,Disbursed,27-01-2026,Low,34000.0,482004,Rajasthan,Madhya Pradesh
Disbursed,,Disbursed,07-03-2026,Medium,67000.0,583284,Karnataka,Karnataka
Disbursed,,Disbursed,28-02-2026,Very High,225000.0,444311,Rajasthan,Maharashtra
Disbursed,,Disbursed,20-01-2026,Low,61000.0,731125,West Bengal,West Bengal
Disbursed,,Disbursed,24-02-2026,Low,33000.0,508202,Telangana,Telangana
Disbursed,,Disbursed,14-02-2026,Low,30000.0,110081,Madhya Pradesh,Delhi
Disbursed,,Disbursed,16-01-2026,Medium,105000.0,721405,West Bengal,West Bengal
Disbursed,,Disbursed,28-01-2026,Low,42000.0,506332,Telangana,Telangana
Disbursed,,Disbursed,21-03-2026,High,98000.0,462008,Madhya Pradesh,Madhya Pradesh
Disbursed,tp_form,Disbursed,22-01-2026,Very High,129000.0,342026,Rajasthan,Rajasthan
Disbursed,,Disbursed,14-03-2026,High,50000.0,208011,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,27-01-2026,Low,55000.0,241126,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,27-04-2026,High,161000.0,700036,West Bengal,West Bengal
Disbursed,,Disbursed,07-03-2026,Low,67000.0,622409,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,16-03-2026,High,197000.0,713207,West Bengal,West Bengal
Disbursed,tp_form,Disbursed,16-01-2026,Medium,99000.0,211023,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,04-04-2026,Very High,65000.0,331803,Rajasthan,Rajasthan
Disbursed,tp_form,Disbursed,17-02-2026,High,177000.0,743270,West Bengal,West Bengal
Disbursed,,Disbursed,12-02-2026,Low,40000.0,431519,Maharashtra,Maharashtra
Disbursed,,Disbursed,18-02-2026,Low,109000.0,743513,West Bengal,West Bengal
Disbursed,,Disbursed,07-01-2026,Medium,43000.0,508212,Telangana,Telangana
Disbursed,tp_form,Disbursed,22-03-2026,Medium,89000.0,224146,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,17-02-2026,Medium,142000.0,502301,Rajasthan,Telangana
Disbursed,,Disbursed,20-04-2026,Medium,135000.0,563138,Karnataka,Karnataka
Disbursed,,Disbursed,23-01-2026,Low,85000.0,613008,Uttar Pradesh,Tamil Nadu
Disbursed,,Disbursed,06-02-2026,Low,82000.0,486220,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,03-04-2026,High,103000.0,632315,Rajasthan,Tamil Nadu
Disbursed,,Disbursed,12-01-2026,Medium,113000.0,500019,Telangana,Telangana
Disbursed,,Disbursed,17-02-2026,Low,83000.0,571604,Karnataka,Karnataka
Disbursed,,Disbursed,29-01-2026,Medium,131000.0,477441,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,19-03-2026,Low,108000.0,110048,Delhi,Delhi
Disbursed,,Disbursed,29-04-2026,Medium,82000.0,576112,Karnataka,Karnataka
